id,name,item_type,price,vat_rate,category,organization_id,org_unit_id,created_date,last_modified_date,created_by,last_modified_by,is_overridden
184,Kur. štvrte zadné   ,K,2.1863468634686347,10.0,meat/meat,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
185,Mini mrkva          ,K,0.99,20.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
186,"Kozm.vreck.,4vrst.  ",K,1.39,20.0,drugstore/beauty,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
187,Múka polohrubá 1kg  ,K,0.59,20.0,basic/sugar-flour-rice,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
188,Fazuľ. struky celé  ,K,1.59,20.0,frozen/fruit-vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
189,Fazuľka rezaná      ,K,0.99,20.0,basic/canned-fruits-vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
190,Šúľance makové      ,K,1.99,20.0,frozen/instant,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
191,Hrášok extra jemný  ,K,1.19,20.0,basic/jams-marmelade-honey,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
192,MSC Surimi tyčinky  ,K,1.49,20.0,snacks/salty,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
193,Kukurica sladká     ,K,0.99,20.0,basic/canned-fruits-vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
194,Karfiol             ,K,1.39,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
195,Zrnková káva Crema  ,K,12.99,20.0,basic/tea-coffee-soups,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
196,Mrkva sáčok 1kg     ,K,1.29,20.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
197,Kel                 ,K,1.7899761336515514,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
198,Ananás              ,K,3.19,20.0,fruits-veg/fruit,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
199,Sušené paradajky    ,K,1.59,20.0,basic/canned-fruits-vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
200,Banány              ,K,1.6885964912280702,20.0,fruits-veg/fruit,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
201,Cuketa              ,K,0.795053003533569,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
202,Cibuľa 1kg          ,K,1.69,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
203,Tekvica Hokkaido    ,K,0.7912687585266029,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
204,Morčacia šunka      ,K,1.29,20.0,meat/meat-products,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
205,Brav. šunka tenká   ,K,2.69,20.0,meat/meat-products,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
206,Červená cibuľa      ,K,1.19,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
207,Cherry par.datľ.    ,K,3.99,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
208,Bravč. páročky750g  ,K,3.99,20.0,meat/meat,3,3,2023-09-29 10:08:43,2024-02-02 12:35:13,2,system,b'\x00'
209,Mlieko polotučné    ,K,0.9500000000000001,10.0,dairy/milk,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
210,Budapešť. nátierka  ,K,1.29,20.0,basic/spread,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
211,Smotana 30% tuku    ,K,0.95,20.0,dairy/cream,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
212,Smíšek Vanilka      ,K,0.59,20.0,pastry/sweet,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
213,Polomäkký zrej.syr  ,K,2.19,20.0,dairy/cheese,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
214,Hummus olivy        ,K,1.29,20.0,basic/canned-fruits-vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
215,Hummus kari         ,K,1.29,20.0,basic/spread,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
216,Niva OGT            ,K,0.99,20.0,dairy/cheese,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
217,Zakys.smotana 16%   ,K,0.57,10.0,dairy/cream,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
218,Toast.celoz.ch.     ,K,0.89,20.0,pastry/basic,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
219,Lahôdka z br.karé   ,K,0.89,20.0,dairy/cheese,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
220,Ľadový šalát        ,K,1.39,10.0,fruits-veg/vegetable,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
221,Plienky XL 6        ,K,6.29,20.0,baby/supplies-hygiene,3,3,2023-09-29 10:08:43,2023-09-29 10:09:01,2,2,b'\x00'
222,EVO Diesel,K,1.7181344148319813,20.0,auto/fuel,4,4,2023-09-29 11:08:00,2023-09-29 11:08:14,2,2,b'\x00'
223,Uhorky šalátové     ,K,0.78,10.0,fruits-veg/vegetable,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
224,Zľava Lidl Plus     ,Z,-0.78,10.0,home/plants-garden,3,5,2023-10-08 17:02:32,2023-10-08 23:00:49,3,system,b'\x00'
225,Trubičky kakao      ,K,0.17,20.0,pastry/sweet,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
226,Zľava Lidl Plus     ,Z,-0.24,20.0,home/plants-garden,3,5,2023-10-08 17:02:32,2023-10-08 23:00:49,3,system,b'\x00'
227,Čerstvé mlieko 1l   ,K,0.9900000000000001,10.0,dairy/milk,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
228,Ringloty tmavé      ,K,2.4932249322493227,20.0,home/maintenence,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
229,Červ.šošovica       ,K,1.49,20.0,basic/wheat-legumes,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
230,Bešamelová omáčka   ,K,1.79,20.0,basic/sauces,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
231,Farfalle 3far.500g  ,K,1.99,20.0,home/office,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
232,Smotan. nát. prír.  ,K,1.15,20.0,basic/spread,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
233,Vajcia voľný výbeh  ,K,3.19,20.0,dairy/eggs,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
234,Šunka najvyššej k.  ,K,1.19,20.0,meat/meat-products,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
235,Delik.dusená šunka  ,K,2.19,20.0,meat/meat-products,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
236,Špagety 3far. 500g  ,K,1.99,20.0,home/maintenence,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
237,Čerst.droždie 42g   ,K,0.25,20.0,basic/baking,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
238,Jablká Evelina      ,K,2.4935064935064934,10.0,fruits-veg/fruit,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
239,Hubky na riad       ,K,0.49,20.0,home/cleaning,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
240,Paradajky strapco.  ,K,1.9928400954653938,10.0,fruits-veg/vegetable,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
241,"Vreckovky,10x10     ",K,1.09,20.0,home/maintenence,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
242,Tal.sam.Cacciatore  ,K,2.49,20.0,basic/instant,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
243,Detské vat.tyčinky  ,K,0.75,20.0,baby/supplies-hygiene,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
244,Mozzarella 125g     ,K,1.99,20.0,dairy/cheese,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
245,Zemiaky nesk.2kgB   ,K,2.49,10.0,fruits-veg/vegetable,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
246,Cherry par.st.300g  ,K,2.29,10.0,fruits-veg/vegetable,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
247,Vysočina Pure       ,K,1.19,20.0,meat/smoked,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
248,Paradajky slivkové  ,K,2.49,10.0,fruits-veg/vegetable,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
249,Ementál blok        ,K,4.99,20.0,dairy/cheese,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
250,Banány              ,K,1.6939443535188214,20.0,fruits-veg/fruit,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
251,Bio citróny 500g    ,K,2.49,20.0,fruits-veg/fruit,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
252,Kozmet. tampóny     ,K,0.99,20.0,drugstore/beauty,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
253,Kaiserka            ,K,0.15,20.0,pastry/basic,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
254,Viaczrn.bezglu.ch.  ,K,2.09,20.0,pastry/basic,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
255,Bagetka svetlá      ,K,0.14,20.0,pastry/salty,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
256,Taštič. višňa-pud.  ,K,0.37,20.0,pastry/sweet,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
257,Avokádo 700g        ,K,2.99,20.0,fruits-veg/fruit,3,5,2023-10-08 17:02:32,2023-10-08 17:02:51,3,3,b'\x00'
258,ZLT Mrkva 750g      ,K,0.49,20.0,fruits-veg/vegetable,2,6,2023-10-16 07:04:42,2023-10-16 07:05:00,3,3,b'\x00'
259,Zemiaky Šarišské 2kg,K,2.69,10.0,fruits-veg/vegetable,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
260,Pomelo              ,K,2.49,20.0,fruits-veg/fruit,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
261,Banány              ,K,1.2900188323917139,20.0,fruits-veg/fruit,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
262,Pomaranče           ,K,1.38801261829653,20.0,fruits-veg/fruit,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
263,KBio.Cibuľa žltá500g,K,0.68,10.0,fruits-veg/vegetable,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
264,Petržlen praný      ,K,2.965116279069768,20.0,fruits-veg/vegetable,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
265,7Days BR pizza 80g  ,K,0.79,20.0,pastry/salty,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
266,Kaufland Card       ,Z,-0.2,20.0,pastry/sweet,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00'
267,Kaizerka 60 g       ,K,0.15,20.0,pastry/basic,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
268,Lion cerál.650g     ,K,4.59,20.0,drinks/alcohol,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
269,Kaufland Card       ,Z,-0.8,20.0,pastry/sweet,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00'
270,Chocapic 650 g      ,K,4.59,20.0,basic/tea-coffee-soups,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
271,Cini-minis 650g     ,K,4.59,20.0,health/vitamins-ointments,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
272,Kaufland Card       ,Z,-0.4,20.0,pastry/sweet,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00'
273,K.Trstin.cukor 500g ,K,1.29,20.0,basic/sugar-flour-rice,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
274,Kypr.prášok 15g     ,K,0.39,20.0,basic/baking,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
275,Sézam lúpaný 150g   ,K,0.99,20.0,home/plants-garden,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
276,Vanilkový cukor 8g  ,K,0.32999999999999996,20.0,basic/sugar-flour-rice,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
277,"Barilla Coqui.,500g ",K,1.99,20.0,snacks/sweet,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
278,Milka čokoláda 270g ,K,3.49,20.0,snacks/sweet,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
279,Kaufland Card       ,Z,-0.7,20.0,pastry/sweet,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00'
280,Erce niťovky lis200g,K,0.65,20.0,basic/pasta,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
281,"K.Ocot,1 L          ",K,0.5499999999999999,20.0,basic/oil-acid-grease,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
282,"Extra Virgin 0,5L   ",K,7.99,20.0,snacks/sweet,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
283,RM tuniak 3x80g     ,K,5.69,20.0,basic/canned-fish,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
284,ZvolSmJoJaho320g    ,K,0.79,10.0,dairy/joghurts,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
285,ZvolSmJoČok320g     ,K,0.79,10.0,dairy/joghurts,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
286,Zvol.jog.čuč320g    ,K,0.79,10.0,dairy/joghurts,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
287,Fantasia chok 100g  ,K,0.59,10.0,dairy/joghurts,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
288,"ZLT Mlieko 3,6% 1l  ",K,1.19,10.0,dairy/milk,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
289,Vajcia voľ.výbeh10ks,K,3.29,20.0,dairy/eggs,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
290,Pribi kapsík van 70g,K,0.89,20.0,dairy/joghurts,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
291,Zvol.jog.gr 320g    ,K,1.65,10.0,dairy/joghurts,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
292,Tatr. maslo 250g    ,K,2.89,10.0,dairy/butter,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
293,Bev.od.tamp.AV.120ks,K,1.19,20.0,drugstore/beauty,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
294,K. papier napeč30ks ,K,1.25,20.0,basic/baking,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
295,K. potrav.fólia 30m ,K,0.69,20.0,home/maintenence,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
296,"Bernard bezlep. 0,5l",K,1.39,20.0,drinks/beer,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
297,Fľaša #             ,K,0.27,0.0,drinks/beer,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
298,KnedlíčkyJahod500g  ,K,2.19,20.0,pastry/sweet,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
299,Miniti malin.500g   ,K,2.39,20.0,home/office,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
300,Kaufland Card       ,Z,-0.1,20.0,pastry/sweet,2,6,2023-10-16 07:04:43,2023-10-16 23:03:10,3,system,b'\x00'
301,Minit marh.500g     ,K,2.39,20.0,fruits-veg/vegetable,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
302,Minitky čoko500g    ,K,2.39,20.0,snacks/sweet,2,6,2023-10-16 07:04:43,2023-10-16 07:05:00,3,3,b'\x00'
303,"Pentel Sign Pen Artist, fixky so štetcom   12ks",K,34.9,20.0,basic/sauces,5,7,2023-11-24 21:17:45,2023-11-24 21:24:13,7,7,b'\x00'
304,"Výkres akvarelový na maľovanie, 270x390mm, 180g, 20l.",K,11.9,20.0,drinks/beer,5,7,2023-11-24 21:17:45,2023-11-24 21:24:13,7,7,b'\x00'
305,Fernet Citrus 27% 1l,K,9.89,20.0,drinks/alcohol,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00'
306,Rožok 50 g          ,K,0.1,10.0,pastry/basic,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00'
307,Košický med 70g     ,K,0.69,20.0,pastry/sweet,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00'
308,Silan avi MM 1450ml ,K,2.49,20.0,home/laundry,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00'
309,Kaufland Card       ,Z,-0.2,20.0,pastry/sweet,2,2,2023-11-27 11:22:45,2023-11-27 20:20:05,1,system,b'\x00'
310,Discreet slip.v.60ks,K,0.6,20.0,health/lady,2,2,2023-11-27 11:22:45,2023-11-27 11:23:02,1,1,b'\x00'
311,Vrecia 35l 30ks     ,K,1.49,20.0,home/maintenence,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
312,"Lipton Earl Gr.37,5g",K,0.79,20.0,drinks/alcohol,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
313,Bev.kozm.vrec.150ks ,K,0.66,20.0,drugstore/beauty,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
314,Sunar kašička 120g  ,K,1.09,20.0,baby/food,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
315,Čerst.mlieko 1L     ,K,0.99,10.0,dairy/milk,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
316,Krás.žl.vajcia M10ks,K,1.15,20.0,dairy/eggs,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
317,Karička.salám.100g  ,K,1.79,20.0,meat/smoked,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
318,K.Tav.syr gouda 200g,K,1.19,20.0,dairy/cheese,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
319,ZLT Smot.na šľ.180ml,K,0.66,20.0,dairy/cream,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
320,Fala droždie 42 g   ,K,0.25,20.0,basic/baking,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
321,"RajoAcidko3,6%250g  ",K,0.45,10.0,dairy/milk,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
322,Pribin. van. 125g   ,K,1.19,20.0,dairy/joghurts,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
323,Radoma losos400g    ,K,6.29,20.0,meat/fish,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
324,KPur.Br.krkov.bk vc ,K,2.8505747126436782,10.0,meat/meat,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
325,Domáca gazd. slanina,K,8.984375,20.0,meat/smoked,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
326,"MagnesiaJem.per.1,5l",K,0.79,20.0,drinks/mineral-water,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
327,Jablko Gala         ,K,0.6867283950617283,10.0,fruits-veg/fruit,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
328,Mrkva 1kg           ,K,0.49,20.0,fruits-veg/vegetable,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
329,Zemiaky žlté 2kg    ,K,0.95,10.0,fruits-veg/vegetable,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
330,Čučoriedky 300g (ks),K,2.29,20.0,fruits-veg/fruit,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
331,Banány              ,K,1.5876777251184835,20.0,fruits-veg/fruit,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
332,Br.panenská sv.     ,K,4.994450610432852,10.0,meat/meat-products,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
333,Vysočina saláma     ,K,6.913580246913581,20.0,meat/smoked,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
334,Strojová šunka      ,K,8.924050632911392,20.0,meat/meat-products,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
335,Štud.pečať ml.90g   ,K,1.29,20.0,snacks/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
336,Kaufland Card       ,Z,-0.3,20.0,pastry/sweet,2,2,2023-11-27 11:22:46,2023-11-27 20:20:05,1,system,b'\x00'
337,Zlaté venč. kak.150g,K,0.59,20.0,pastry/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
338,K.Mandle v čok.100g ,K,0.69,20.0,snacks/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
339,Milka H.Cows 100g   ,K,0.99,20.0,snacks/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
340,Horalky 50g         ,K,0.42,20.0,snacks/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
341,K. Trubič.čoko.280g ,K,0.99,20.0,dairy/milk,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
342,K.perníky horké500g ,K,1.39,20.0,basic/sauces,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
343,Orion banány čok.45g,K,0.29,20.0,snacks/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
344,Kaufland Card       ,Z,-0.04,20.0,pastry/sweet,2,2,2023-11-27 11:22:46,2023-11-27 20:20:05,1,system,b'\x00'
345,Orion Višne čok.45g ,K,0.29,20.0,snacks/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
346,Pleten.pekan.or.88g ,K,0.39,20.0,snacks/sweet,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
347,Tuniak steak 2x80g  ,K,1.99,20.0,basic/canned-fish,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
348,Hl.múka 00ext.1kg   ,K,0.79,20.0,basic/sugar-flour-rice,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
349,Hamé džem jah.300g  ,K,1.59,20.0,basic/jams-marmelade-honey,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
350,RM Los.krém100g     ,K,2.99,20.0,meat/deli,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
351,Listk.cesto275g     ,K,1.33,20.0,basic/baking,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
352,ZLT Slov.šunka 100g ,K,0.95,20.0,meat/meat-products,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
353,Malokarp. saláma 75g,K,1.29,20.0,meat/smoked,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
354,Jemná saláma 100 g  ,K,0.69,20.0,meat/meat-products,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
355,"RioF.JabCvikla0,2l  ",K,1.19,10.0,drinks/juice,2,2,2023-11-27 11:22:46,2023-11-27 11:23:02,1,1,b'\x00'
356,01 PZWARA3 P-SWEAT                      ,K,39.99,20.0,home/laundry,6,8,2023-11-27 11:23:57,2023-11-27 11:23:57,1,1,b'\x00'
357,"Galces a.u.v., tbl 1",K,1.1,10.0,health/vitamins-ointments,7,9,2023-11-27 19:26:50,2023-11-27 19:30:22,1,1,b'\x00'
358,Pomelo              ,K,1.99,20.0,fruits-veg/fruit,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
359,Zľava Lidl Plus     ,Z,-0.2,20.0,home/plants-garden,3,10,2023-11-29 18:11:52,2023-11-29 20:20:39,7,system,b'\x00'
360,Instant. kakao náp  ,K,4.19,20.0,snacks/sweet,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
361,Cukor múčka 1kg     ,K,1.59,20.0,basic/sugar-flour-rice,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
362,Smile gummi ovocie  ,K,0.59,20.0,snacks/sweet,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
363,"Gran.Padano,strúh.  ",K,2.89,20.0,dairy/cheese,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
364,Kmotrovky farmár.   ,K,1.99,20.0,meat/smoked,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
365,Uhorky šalátové     ,K,0.99,10.0,fruits-veg/vegetable,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
366,Zakys.smotana 16%   ,K,0.65,10.0,dairy/cream,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
367,Brokolica 500g      ,K,1.89,10.0,fruits-veg/vegetable,3,10,2023-11-29 18:11:52,2023-11-29 18:12:12,7,7,b'\x00'
